,CAS,Name,Formula,Mw,Elements,SMILES,InChi
7013,138-86-3,Limonene,C10H16,136.125200515824,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7073,139-13-9,Nitrilotriacetic acid,C6H9NO6,191.0429870120132,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7078,13925-00-3,"Pyrazine, ethyl-",C6H8N2,108.068748266776,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7128,139-45-7,"1,2,3-Propanetriol, tripropanoate",C12H20O6,260.1259883622102,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7214,140-11-4,Benzyl ethanoate,C9H10O2,150.0680795615334,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7242,140-29-4,Benzeneacetonitrile,C8H7N,117.05784923010499,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7289,140-50-1,"N,n'-p-phenylene-bisacetamide",C10H12N2O2,192.0898776348754,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7311,140-66-9,"Phenol, 4-(1,1,3,3-tetramethylbutyl)-",C14H22O,206.1670653288297,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7323,140-75-0,"Benzenemethanamine, 4-fluoro-",C7H8FN,125.06407742508318,"['C', 'H', 'F', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7337,140-88-5,"2-Propenoic acid, ethyl ester",C5H8O2,100.0524294970554,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7364,141-02-6,"2-Butenedioic acid(e),di-(2-ethylhexyl) ester",C20H36O4,340.26135963889084,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7367,141-04-8,"Hexanedioic acid, bis(2-methylpropyl) ester",C14H26O4,258.1831093165008,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7368,141-05-9,"2-Butenedioic acid (Z)-, diethyl ester",C8H12O4,172.0735588651548,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7403,141-28-6,"Hexanedioic acid, diethyl ester",C10H18O4,202.12050905858882,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7407,141-30-0,"Pyridazine, 3,6-dichloro-",C4H2Cl2N2,147.95950343808198,"['C', 'H', 'Cl', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7411,141-32-2,"2-Propenoic acid, butyl ester",C7H12O2,128.0837296260114,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7420,141-43-5,Ethanolamine,C2H7NO,61.0527638496767,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7479,141-78-6,Ethyl acetate,C4H8O2,88.0524294970554,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7482,141-82-2,Malonic acid,C3H4O4,104.0109586072428,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7483,141-84-4,2-Thioxo-4-thiazolidinone,C3H3NOS2,132.9656060695487,"['C', 'H', 'N', 'O', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7499,141-97-9,"Butanoic acid, 3-oxo-, ethyl ester",C6H10O3,130.0629941811051,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7508,142-04-1,"Benzenamine, hydrochloride",C6H7N.ClH,129.034526944714,"['C', 'H', 'N', 'Cl', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7510,142-08-5,2(1H)-Pyridinone,C5H5NO,95.0371137851987,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7521,1421-63-2,"Butyrophenone, 2',4',5'-trihydroxy",C10H12O4,196.0735588651548,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7540,142-28-9,"Propane, 1,3-dichloro-",C3H6Cl2,111.984655558174,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7624,142-82-5,Heptane,C7H16,100.125200515824,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7652,142-90-5,"2-Propenoic acid, 2-methyl-, dodecyl ester",C16H30O2,254.22458020631342,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7655,142-92-7,Hexyl ethanoate,C8H16O2,144.1150297549674,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7669,143-07-7,Dodecanoic acid,C12H24O2,200.1776300128794,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7692,143-15-7,"Dodecane, 1-bromo-",C12H25Br,248.113963419975,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7795,14376-79-5,"Cyclohexanone, 3,3,5,5-tetramethyl-",C10H18O,154.1357651998737,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7874,144-48-9,Alpha-iodo acetamide,C2H4INO,184.9337606919597,"['C', 'H', 'I', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
7900,1445-45-0,"Ethane, 1,1,1-trimethoxy-",C5H12O3,120.07864424558309,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8002,1452-77-3,2-Pyridinecarboxamide,C6H6N2O,122.0480128218697,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8025,1454-84-8,1-Nonadecanol,C19H40O,284.30791590913174,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8060,1457-46-1,"Rhodanine, 3-phenyl",C9H7NOS2,208.9969061985047,"['C', 'H', 'N', 'O', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8116,1462-03-9,"Cyclopentanol, 1-methyl-",C6H12O,100.0888150064397,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8231,1470-57-1,2-Hydroxy-5-methylbenzophenone,C14H12O2,212.0837296260114,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8282,1475-12-3,"2,5-Dichloro-alpha-methylbenzyl alcohol",C8H8Cl2O,189.99522024222367,"['C', 'H', 'Cl', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8364,148-24-3,8-Quinolinol,C9H7NO,145.0527638496767,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8406,14850-23-8,"4-Octene, (E)-",C8H16,112.125200515824,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8408,14852-31-4,2-Hexadecanol,C16H34O,242.2609657156977,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8409,148-53-8,"Benzaldehyde, 2-hydroxy-3-methoxy-",C8H8O3,152.0473441166271,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8449,148-87-8,"Propionitrile, 3-(n-ethylanilino)-",C11H14N2,174.11569846020998,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8487,149-16-6,(3'-Di-n-butylaminopropyl)-p-aminobenzoate,C18H30N2O2,306.2307282151774,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8492,14919-01-8,"3-Octene, (E)-",C8H16,112.125200515824,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8514,1493-27-2,"Benzene, 1-fluoro-2-nitro-",C6H4FNO2,141.0226065352706,"['C', 'H', 'F', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8546,149-57-5,"Hexanoic acid, 2-ethyl-",C8H16O2,144.1150297549674,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8556,149-73-5,"Methane, trimethoxy-",C4H10O3,106.0629941811051,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8562,14979-39-6,4-Methyl-3-heptanol,C8H18O,130.1357651998737,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8614,1501-06-0,Diethyl 2-acetylglutarate,C11H18O5,230.1154236781605,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8618,150-13-0,p-Aminobenzoic acid,C7H7NO2,137.04767846924838,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8677,150-60-7,Benzyl disulfide,C14H14S2,246.053692800174,"['C', 'H', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8690,150-76-5,Mequinol,C7H8O2,124.0524294970554,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8698,150-84-5,Citronellyl acetate,C12H22O2,198.1619799484014,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8735,151-10-0,"Benzene, 1,3-dimethoxy-",C8H10O2,138.0680795615334,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8792,151-56-4,Ethylenimine,C2H5N,43.042199165627004,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
8908,152-18-1,"o,o',o''-Trimethyl thiophosphate",C3H9O3PS,156.0010023217071,"['C', 'H', 'O', 'P', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9036,1533-20-6,3-Phenylbutyrophenone,C16H16O,224.12011513539568,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9082,153-78-6,Fluoren-2-amine,C13H11N,181.089149359061,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9088,1538-74-5,Phenylcarbamic acid butyl ester,C11H15NO2,193.1102787271604,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9172,1547-87-1,CF3CON(CH3)2,C4H6F3NO,141.0401483056553,"['C', 'H', 'F', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9331,156122-84-8,"2-Octanol, 3,3,4,4,5,5,6,6,7,7,8,8-dodecafluoro",C8H6F12O,346.02270276587615,"['C', 'H', 'F', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9344,1562-93-2,P-phenylazobenzoic acid,C13H10N2O2,226.0742275703974,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9384,156-59-2,"Ethene, 1,2-dichloro-, (Z)-",C2H2Cl2,95.95335542921799,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9385,156-60-5,"Ethene, 1,2-dichloro-, (E)-",C2H2Cl2,95.95335542921799,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9404,156-83-2,"Pyrimidine, 6-chloro-2,4-diamino-",C4H5ClN4,144.020273861293,"['C', 'H', 'Cl', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9469,1573-17-7,"2-Butyne-1,4-diol, diacetate",C8H10O4,170.0579088006768,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9494,15760-35-7,3-Methylenecyclobutane-carbonitrile,C6H7N,93.05784923010499,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9500,1576-67-6,"3,6-Dimethylphenanthrene",C16H14,206.109550451346,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9503,1576-69-8,"Phenanthrene, 2,7-dimethyl-",C16H14,206.109550451346,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9574,1585-07-5,1-Bromo-4-ethylbenzene,C8H9Br,183.988762904151,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9588,15864-32-1,2-Amino-6-bromobenzothiazole,C7H5BrN2S,227.93568195847297,"['C', 'H', 'Br', 'N', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9610,1587-21-9,"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, tripropyl ester",C15H26O7,318.1678531752159,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9690,15932-80-6,Pulegone,C10H16O,152.12011513539568,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9775,1603-40-3,"2-Pyridinamine, 3-methyl-",C6H8N2,108.068748266776,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9776,1603-41-4,"2-Pyridinamine, 5-methyl-",C6H8N2,108.068748266776,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9802,1605-65-8,Bis(dimethylamino)phosphinic chloride,C4H12ClN2OP,170.0375776961007,"['C', 'H', 'Cl', 'N', 'O', 'P']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9893,1613-17-8,Armeen dms hydrochloride,C20H43N.ClH,333.31622810531803,"['C', 'H', 'N', 'Cl', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
9998,1620-98-0,"3,5-Di-tert-butyl-4-hydroxybenzaldehyde",C15H22O2,234.1619799484014,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
10105,16332-06-2,2-Methoxyacetamide,C3H7NO2,89.0476784692484,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
10117,1634-04-4,"Propane, 2-methoxy-2-methyl-",C5H12O,88.0888150064397,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
10134,1636-39-1,"1,1'-Bicyclopentyl",C10H18,138.14085058030201,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
10139,1636-82-4,"2-Pentanone, 2,4-dinitrophenyl hydrazone",C11H14N4O4,266.1015049473608,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
10166,1639-09-4,1-Heptanethiol,C7H16S,132.09727169023802,"['C', 'H', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
10303,1653-34-5,2-Pentadecanol,C15H32O,228.2453156512197,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
10319,1655-41-0,"4-Heptanone, (2,4-dinitrophenyl)hydrazone",C13H18N4O4,294.1328050763168,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
10347,16587-71-6,"Cyclohexanone, 4-(1,1-dimethylpropyl)",C11H20O,168.1514152643517,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
10366,16611-15-7,4-Chloro-2-nitrodiphenylamine,C12H9ClN2O2,248.0352552205284,"['C', 'H', 'Cl', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
10368,16617-46-2,5-Amino-4-cyano-pyrazole,C4H4N4,108.043596146684,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
10369,16618-72-7,3-Phenyl-1-indanone,C15H12O,208.0888150064397,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
10374,16629-19-9,2-Thiophene sulfonyl chloride,C4H3ClO2S2,181.9262993670584,"['C', 'H', 'Cl', 'O', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
10530,1675-54-3,"4,4'-Isopropylidene diphenol, diglycidyl ether-",C21H24O4,340.1674592520228,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
10559,1678-92-8,"Cyclohexane, propyl-",C9H18,126.140850580302,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
10603,16813-44-8,"Cyclohexanecarboxamide, n-(2-chloroethyl)-",C9H16ClNO,189.09204182219767,"['C', 'H', 'Cl', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
11097,1731-84-6,"Nonanoic acid, methyl ester",C10H20O2,172.1463298839234,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
11159,17380-83-5,1-(P-chlorophenyl)cyclohexanol,C12H15ClO,210.08114278552668,"['C', 'H', 'Cl', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
11161,1738-36-9,Methoxyacetonitrile,C3H5NO,71.0371137851987,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
11172,17408-14-9,2'-(Trifluoromethyl)acetophenone,C9H7F3O,188.0448993334623,"['C', 'H', 'F', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
11192,17425-25-1,"2-Butanol, 3,3,4,4-tetrafluoro-",C4H6F4O,146.0354774639625,"['C', 'H', 'F', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
11222,1746-13-0,"Benzene, (2-propenyloxy)-",C9H10O,134.0731649419617,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
11223,1746-23-2,"Styrene, p-tert-butyl-",C12H16,160.125200515824,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
11332,1758-88-9,"Benzene, 2-ethyl-1,4-dimethyl-",C10H14,134.109550451346,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
11336,1759-53-1,Cyclopropanecarboxylic acid,C4H6O2,86.0367794325774,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
