,CAS,Name,Formula,Mw,Elements,SMILES,InChi
39473,75-99-0,"Propanoic acid, 2,2-dichloro-",C3H4Cl2O2,141.9588347328394,"['C', 'H', 'Cl', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39483,76-01-7,"Ethane, pentachloro-",C2HCl5,199.852088444089,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39489,760-23-6,"1-Butene, 3,4-dichloro-",C4H6Cl2,123.984655558174,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39502,76-06-2,Chloropicrin,CCl3NO2,162.8994612906854,"['C', 'Cl', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39518,76-11-9,"1,1,1,2-Tetrachlorodifluoroethane",C2Cl4F2,201.8722170549584,"['C', 'Cl', 'F']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39519,76-12-0,"Ethane, 1,1,2,2-tetrachloro-1,2-difluoro-",C2Cl4F2,201.8722170549584,"['C', 'Cl', 'F']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39521,76-13-1,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-",C2Cl3F3,185.9017675353276,"['C', 'Cl', 'F']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39524,76-14-2,"1,2-Dichloro-1,1,2,2-tetrafluoroethane",C2Cl2F4,169.9313180156968,"['C', 'Cl', 'F']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39530,76-16-4,"Ethane, hexafluoro-",C2F6,137.9904189764352,"['C', 'F']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39557,762-04-9,"Phosphonic acid, diethyl ester",C4H11O3P,138.0445812117711,"['C', 'H', 'O', 'P']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39562,76-22-2,Camphor,C10H16O,152.12011513539568,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39565,7623-09-8,Alpha-chloropropionyl chloride,C3H4Cl2O,125.96392011326769,"['C', 'H', 'Cl', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39568,762-42-5,"2-Butynedioic acid, dimethyl ester",C6H6O4,142.0266086717208,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39599,763-29-1,"1-Pentene, 2-methyl-",C6H12,84.093900386868,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39614,763-69-9,"Propionic acid, 3-ethoxy-, ethyl ester",C7H14O3,146.0942943100611,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39633,7642-04-8,"2-Octene, (Z)-",C8H16,112.125200515824,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39636,7642-15-1,"4-Octene, (Z)-",C8H16,112.125200515824,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39646,764-41-0,"2-Butene, 1,4-dichloro-",C4H6Cl2,123.984655558174,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39663,7647-01-0,Hydrogen chloride,HCl,35.976677714608996,"['H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39694,765-09-3,"Tridecane, 1-bromo-",C13H27Br,262.129613484453,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39714,765-30-0,Cyclopropylamine,C3H7N,57.057849230105,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39715,765-34-4,Glycidaldehyde,C3H4O2,72.0211293680994,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39720,765-43-5,"Ethanone, 1-cyclopropyl-",C5H8O,84.0575148774837,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39726,7657-09-2,"Toluene, 2,5-dibromo-alpha,alpha,alpha-trifluoro-",C7H3Br2F3,301.8553598129346,"['C', 'H', 'Br', 'F']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39749,766-09-6,"Piperidine, 1-ethyl-",C7H15N,113.120449488017,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39762,766-38-1,Mucobromic acid lactone,C4H2Br2O3,255.83706915119308,"['C', 'H', 'Br', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39766,7664-41-7,Ammonia,H3N,17.026549101149,"['H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39808,767-00-0,4-Hydroxybenzoic acid nitrile,C7H5NO,119.0371137851987,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39831,76-75-5,5-Ethyl-5-(1-methylbutyl)-2-thiobarbituric acid,C11H18N2O2S,242.1088990027234,"['C', 'H', 'N', 'O', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39850,7681-15-4,"Nicotinic acid, propyl ester",C9H11NO2,165.0789785982044,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39866,76-84-6,"Benzenemethanol, &#945;,&#945;-diphenyl-",C19H16O,260.1201151353957,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39870,768-52-5,N-Isopropylaniline,C9H13N,135.104799423539,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39901,769-39-1,"2,3,5,6-Tetrafluorophenol",C6H2F4O,166.0041773350065,"['C', 'H', 'F', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39915,7697-37-2,Nitric acid,HNO3,62.9956428953861,"['H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39921,769-92-6,4-Tert-butylbenzeneamine,C10H15N,149.120449488017,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39966,771-61-9,"Phenol, pentafluoro-",C6HF5O,183.9947554655067,"['C', 'H', 'F', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39967,771-62-0,"Benzenethiol, pentafluoro-",C6HF5S,199.971912020349,"['C', 'H', 'F', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39968,771-63-1,Tetrafluorohydroquinone,C6H2F4O2,181.9990919545782,"['C', 'H', 'F', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39975,7719-09-7,Thionyl chloride,Cl2OS,117.9046911587257,"['Cl', 'O', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
39984,771-99-3,4-Phenylpiperidine,C11H15N,161.120449488017,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40004,7722-76-1,"Ammonium phosphate, monobasic",H3N.H3O4P,115.00344467457981,"['H', 'N', 'H', 'O', 'P']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40006,7722-84-1,Hydrogen peroxide,H2O2,34.0054793036214,"['H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40014,77-25-8,Diethyl diethylmalonate,C11H20O4,216.13615912306682,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40030,772-79-2,"Phosphorodichloridic acid, (4-chlorophenyl) ester",C6H4Cl3O2P,243.9014494136364,"['C', 'H', 'Cl', 'O', 'P']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40041,7732-18-5,Water,H2O,18.0105646840497,"['H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40073,7738-93-4,"Androsta-1,4-diene-3,11,17-trione",C19H22O3,298.1568945679731,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40076,77-41-8,"Succinimide, n,2-dimethyl-2-phenyl-",C12H13NO2,203.0946286626824,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40092,77-47-4,"1,3-Cyclopentadiene, 1,2,3,4,5,5-hexachloro-",C5Cl6,269.81311609422,"['C', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40149,776-35-2,"Phenanthrene, 9,10-dihydro-",C14H12,180.093900386868,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40168,7770-45-8,4-Hydroxy-naphthaldehyde,C11H8O2,172.0524294970554,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40175,77-73-6,"4,7-Methano-1H-indene, 3a,4,7,7a-tetrahydro-",C10H12,132.093900386868,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40185,77-75-8,Meparfynol,C6H10O,98.0731649419617,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40192,77-78-1,"Sulfuric acid, dimethyl ester",C2H6O4S,125.99867984613479,"['C', 'H', 'O', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40219,778-18-7,"1,3,5-Cyclohexanetrione,2,2,4,4,6,6-hexamethyl-",C12H18O3,210.1255944390171,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40220,7781-98-8,Ethyl 3-hydroxybenzoate,C9H10O3,166.0629941811051,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40221,778-22-3,"2,2-Diphenylpropane",C15H16,196.125200515824,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40246,7783-20-2,Ammonium sulfate,H8N2O4S,132.0204779194768,"['H', 'N', 'O', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40358,77-89-4,"1,2,3-Propanetricarboxylic acid, 2-acetoxy-, triethyl ester",C14H22O8,318.1314676658316,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40388,779-02-2,"Anthracene, 9-methyl-",C15H12,192.093900386868,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40395,77-90-7,"1,2,3-Propanetricarboxylic acid, 2-(acetyloxy)-, tributyl ester",C20H34O8,402.22536805269965,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40406,7790-98-9,Ammonium perchlorate,H4ClNO4,116.98288529404479,"['H', 'Cl', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40429,779-84-0,2-Hydroxybenzaldehyde N-phenylimine,C13H11NO,197.08406397863268,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40462,781-43-1,"9,10-Dimethylanthracene",C16H14,206.109550451346,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40481,78-27-3,"Cyclohexanol, 1-ethynyl-",C8H12O,124.0888150064397,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40521,78-40-0,Triethyl phosphate,C6H15O4P,182.0707959602988,"['C', 'H', 'O', 'P']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40523,78-42-2,2-Ethylhexanol phosphate (3:1),C24H51O4P,434.3524971209028,"['C', 'H', 'O', 'P']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40530,78-46-6,"Phosphonic acid, butyl-, dibutyl ester",C12H27O3P,250.16978172759508,"['C', 'H', 'O', 'P']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40540,78-51-3,"Phosphoric acid, tri-(2-butoxyethyl) ester",C18H39O7P,398.24334059274986,"['C', 'H', 'O', 'P']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40552,78-59-1,"2-Cyclohexen-1-one, 3,5,5-trimethyl-",C9H14O,138.10446507091768,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40560,78-67-1,"2,2'-Azo-bis-isobutyronitrile",C8H12N4,164.106196404596,"['C', 'H', 'N']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40561,78-69-3,"3,7-Dimethyl-3-octanol",C10H22O,158.1670653288297,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40572,78-75-1,"Propane, 1,2-dibromo-",C3H6Br2,199.88362542143398,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40574,78-76-2,"Butane, 2-bromo-",C4H9Br,135.988762904151,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40576,78-77-3,"Propane, 1-bromo-2-methyl-",C4H9Br,135.988762904151,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40578,78-78-4,"Butane, 2-methyl-",C5H12,72.093900386868,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40595,78-83-1,"1-Propanol, 2-methyl-",C4H10O,74.0731649419617,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40598,78-86-4,"Butane, 2-chloro-",C4H9Cl,92.039277972521,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40599,78-87-5,"Propane, 1,2-dichloro-",C3H6Cl2,111.984655558174,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40600,78-88-6,"2,3-Dichloropropene",C3H4Cl2,109.96900549369599,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40603,789-02-6,"1,1,1-Trichloro-2-(2-chlorophenyl)-2-(4-chlorophenyl)ethane",C14H9Cl5,351.914688702001,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40606,78-92-2,2-Butanol,C4H10O,74.0731649419617,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40609,78-93-3,2-Butanone,C4H8O,72.0575148774837,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40612,78-94-4,Methyl vinyl ketone,C4H6O,70.0418648130057,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40614,78-95-5,"2-Propanone, 1-chloro-",C3H5ClO,92.0028924631367,"['C', 'H', 'Cl', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40621,78-96-6,"2-Propanol, 1-amino-",C3H9NO,75.0684139141547,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40629,79-00-5,"Ethane, 1,1,2-trichloro-",C2H3Cl3,131.930033143827,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40633,79-01-6,Trichloroethylene,C2HCl3,129.914383079349,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40639,79-06-1,Acrylamide,C3H5NO,71.0371137851987,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40648,79-10-7,2-Propenoic acid,C3H4O2,72.0211293680994,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40649,79-11-8,"Acetic acid, chloro-",C2H3ClO2,93.9821570182304,"['C', 'H', 'Cl', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40651,791-28-6,(C6H5)3PO,C18H15OP,278.0860521015837,"['C', 'H', 'O', 'P']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40663,79-20-9,"Acetic acid, methyl ester",C3H6O2,74.0367794325774,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40668,79-24-3,"Ethane, nitro-",C2H5NO2,75.0320284047704,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40670,79-27-6,"1,1,2,2-Tetrabromoethane",C2H2Br4,341.689000520478,"['C', 'H', 'Br']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40673,79-29-8,"Butane, 2,3-dimethyl-",C6H14,86.109550451346,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40677,79-31-2,"Propanoic acid, 2-methyl-",C4H8O2,88.0524294970554,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40684,79-34-5,"Ethane, 1,1,2,2-tetrachloro-",C2H2Cl4,165.891060793958,"['C', 'H', 'Cl']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40694,79-40-3,Ethanedithioamide,C2H4N2S2,119.981590486648,"['C', 'H', 'N', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40696,79-41-4,"2-Propenoic acid, 2-methyl-",C4H6O2,86.0367794325774,"['C', 'H', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40706,79-46-9,"Propane, 2-nitro-",C3H7NO2,89.0476784692484,"['C', 'H', 'N', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40764,79-92-5,Camphene,C10H16,136.125200515824,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40800,80-06-8,"Ethanol, 1,1-bis(p-chlorophenyl)-",C14H12Cl2O,266.0265203711797,"['C', 'H', 'Cl', 'O']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40838,80-33-1,4-Chlorophenyl 4-chlorobenzenesulfonate,C12H8Cl2O3S,301.9571206557811,"['C', 'H', 'Cl', 'O', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40845,80-39-7,"4-Toluenesulfonamide, n-ethyl-",C9H13NO2S,199.0666998370964,"['C', 'H', 'N', 'O', 'S']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
40919,80-56-8,&#945;-Pinene,C10H16,136.125200515824,"['C', 'H']",Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)"
